trackName,seller,genre,released,ratings,trackId,url
BellySignal: 腸活トラッカー,Jeonghyeon Yu,Health & Fitness,2026-06-30,0,6782556587,https://apps.apple.com/jp/app/bellysignal-%E8%85%B8%E6%B4%BB%E3%83%88%E3%83%A9%E3%83%83%E3%82%AB%E3%83%BC/id6782556587?uo=4
GutAgent - 腸活排便ヘルスケア,CHUNGCHIANG HSU,Health & Fitness,2026-02-23,0,6758578854,https://apps.apple.com/jp/app/gutagent-%E8%85%B8%E6%B4%BB%E6%8E%92%E4%BE%BF%E3%83%98%E3%83%AB%E3%82%B9%E3%82%B1%E3%82%A2/id6758578854?uo=4
リンパケア・腸活サロン　杏,LYMPHCARE NTESTINAL ACTIVITYSALON ANZU,Health & Fitness,2025-10-02,0,6753279207,https://apps.apple.com/jp/app/%E3%83%AA%E3%83%B3%E3%83%91%E3%82%B1%E3%82%A2-%E8%85%B8%E6%B4%BB%E3%82%B5%E3%83%AD%E3%83%B3-%E6%9D%8F/id6753279207?uo=4
腸活レシピ - 腸内環境改善ダイエットプラン,Riafy Technologies Private Limited,Food & Drink,2024-02-22,0,6446131779,https://apps.apple.com/jp/app/%E8%85%B8%E6%B4%BB%E3%83%AC%E3%82%B7%E3%83%94-%E8%85%B8%E5%86%85%E7%92%B0%E5%A2%83%E6%94%B9%E5%96%84%E3%83%80%E3%82%A4%E3%82%A8%E3%83%83%E3%83%88%E3%83%97%E3%83%A9%E3%83%B3/id6446131779?uo=4
秘伝の腸活アプリ,KOHEI NODA,Social Networking,2025-01-10,0,6739181122,https://apps.apple.com/jp/app/%E7%A7%98%E4%BC%9D%E3%81%AE%E8%85%B8%E6%B4%BB%E3%82%A2%E3%83%97%E3%83%AA/id6739181122?uo=4
FlushFit · 腸活タイマー,NAZLI SAGOL,Health & Fitness,2026-05-20,0,6767377329,https://apps.apple.com/jp/app/flushfit-%E8%85%B8%E6%B4%BB%E3%82%BF%E3%82%A4%E3%83%9E%E3%83%BC/id6767377329?uo=4
食物繊維トラッカー: 腸活,Denis Kulkov,Health & Fitness,2026-03-02,0,6759713207,https://apps.apple.com/jp/app/%E9%A3%9F%E7%89%A9%E7%B9%8A%E7%B6%AD%E3%83%88%E3%83%A9%E3%83%83%E3%82%AB%E3%83%BC-%E8%85%B8%E6%B4%BB/id6759713207?uo=4
Lalema - AI 腸活・便記録アプリ,"Shanghai Weiju Fenghe Advertising Creative Co., Ltd",Health & Fitness,2026-04-01,0,6758989717,https://apps.apple.com/jp/app/lalema-ai-%E8%85%B8%E6%B4%BB-%E4%BE%BF%E8%A8%98%E9%8C%B2%E3%82%A2%E3%83%97%E3%83%AA/id6758989717?uo=4
Plant30: 腸活 & 食事記録,Trang Nguyen Huu,Health & Fitness,2026-06-02,0,6760579243,https://apps.apple.com/jp/app/plant30-%E8%85%B8%E6%B4%BB-%E9%A3%9F%E4%BA%8B%E8%A8%98%E9%8C%B2/id6760579243?uo=4
SensEat 食事記録 IBS 腸活 アレルギー,murat alagoz,Health & Fitness,2025-04-29,0,6743006686,https://apps.apple.com/jp/app/senseat-%E9%A3%9F%E4%BA%8B%E8%A8%98%E9%8C%B2-ibs-%E8%85%B8%E6%B4%BB-%E3%82%A2%E3%83%AC%E3%83%AB%E3%82%AE%E3%83%BC/id6743006686?uo=4
FiberUp：食物繊維・腸活・記録,Anthony Calise,Health & Fitness,2026-03-25,0,6760719879,https://apps.apple.com/jp/app/fiberup-%E9%A3%9F%E7%89%A9%E7%B9%8A%E7%B6%AD-%E8%85%B8%E6%B4%BB-%E8%A8%98%E9%8C%B2/id6760719879?uo=4
GutBrain：腸・脳・肌をつなぐ腸活アプリ,HyunJun Moon,Health & Fitness,2026-06-08,0,6776510618,https://apps.apple.com/jp/app/gutbrain-%E8%85%B8-%E8%84%B3-%E8%82%8C%E3%82%92%E3%81%A4%E3%81%AA%E3%81%90%E8%85%B8%E6%B4%BB%E3%82%A2%E3%83%97%E3%83%AA/id6776510618?uo=4
腸サポート,yuta izawa,Health & Fitness,2024-10-13,0,6736453664,https://apps.apple.com/jp/app/%E8%85%B8%E3%82%B5%E3%83%9D%E3%83%BC%E3%83%88/id6736453664?uo=4
うんこ記録！,satoshi amasaki,Health & Fitness,2026-05-26,0,6770552894,https://apps.apple.com/jp/app/%E3%81%86%E3%82%93%E3%81%93%E8%A8%98%E9%8C%B2/id6770552894?uo=4
AI 腸内環境: Gutio,Fatih Erdogan,Health & Fitness,2026-02-23,0,6758571512,https://apps.apple.com/jp/app/ai-%E8%85%B8%E5%86%85%E7%92%B0%E5%A2%83-gutio/id6758571512?uo=4
GutLog: Stool Diary & IBS Log,Igor Krupski,Health & Fitness,2025-06-19,0,6745683985,https://apps.apple.com/jp/app/gutlog-stool-diary-ibs-log/id6745683985?uo=4
お通じノート,otsuki hayato,Medical,2026-04-20,0,6762331229,https://apps.apple.com/jp/app/%E3%81%8A%E9%80%9A%E3%81%98%E3%83%8E%E3%83%BC%E3%83%88/id6762331229?uo=4
Ddonggle: うんち記録・腸活,HYEBIN KANG,Health & Fitness,2026-07-12,0,6788713166,https://apps.apple.com/jp/app/ddonggle-%E3%81%86%E3%82%93%E3%81%A1%E8%A8%98%E9%8C%B2-%E8%85%B8%E6%B4%BB/id6788713166?uo=4
GutGarden: 食事記録・うんち,Jose Gerardo Palma Duran,Health & Fitness,2026-08-20,0,6800884023,https://apps.apple.com/jp/app/gutgarden-%E9%A3%9F%E4%BA%8B%E8%A8%98%E9%8C%B2-%E3%81%86%E3%82%93%E3%81%A1/id6800884023?uo=4
PooPal - うんち記録,昶 黄,Health & Fitness,2026-04-08,0,6760744466,https://apps.apple.com/jp/app/poopal-%E3%81%86%E3%82%93%E3%81%A1%E8%A8%98%E9%8C%B2/id6760744466?uo=4
IBS Food Map: FODMAP トラッカー,BERKCAN ARSLAN,Health & Fitness,2026-08-12,0,6770628775,https://apps.apple.com/jp/app/ibs-food-map-fodmap-%E3%83%88%E3%83%A9%E3%83%83%E3%82%AB%E3%83%BC/id6770628775?uo=4
Settle: IBS & Gut Tracker,BLANKPAGE ENTERPRISE S.R.L.,Health & Fitness,2026-07-02,0,6782150508,https://apps.apple.com/jp/app/settle-ibs-gut-tracker/id6782150508?uo=4
IBS Pal: FODMAP Scanner,AKEN LTD,Health & Fitness,2025-08-07,0,6749382445,https://apps.apple.com/jp/app/ibs-pal-fodmap-scanner/id6749382445?uo=4
IBS Logs,Benjamin Lewis,Health & Fitness,2021-07-09,0,1561787791,https://apps.apple.com/jp/app/ibs-logs/id1561787791?uo=4
Gutly: Low FODMAP IBS Tracker,BORNLY ApS,Health & Fitness,2019-09-08,0,1441942351,https://apps.apple.com/jp/app/gutly-low-fodmap-ibs-tracker/id1441942351?uo=4
Tract: IBD & IBS Tracker,USMAN DAWOOD MUHAMMAD,Health & Fitness,2025-09-11,0,6751367224,https://apps.apple.com/jp/app/tract-ibd-ibs-tracker/id6751367224?uo=4
IBS Mobile,INTERNATIONAL BUSINESS SERVICE,Business,2021-10-05,0,1583900713,https://apps.apple.com/jp/app/ibs-mobile/id1583900713?uo=4
Poop Tracker - Balloon,"Balloon Gut Health Tracker, Inc",Health & Fitness,2024-01-08,0,6471620319,https://apps.apple.com/jp/app/poop-tracker-balloon/id6471620319?uo=4
IBS Cargo,Jiasaz Company ltd,Business,2024-12-25,0,6739560180,https://apps.apple.com/jp/app/ibs-cargo/id6739560180?uo=4
Belly Balance: IBS & FODMAP,Belly Balance Sverige AB,Medical,2014-12-17,0,949280275,https://apps.apple.com/jp/app/belly-balance-ibs-fodmap/id949280275?uo=4
IBS VIGYAN,Testpress Tech Labs LLP,Education,2022-04-20,0,1619772677,https://apps.apple.com/jp/app/ibs-vigyan/id1619772677?uo=4
過敏性腸症候群 IBS,Onrival LLC,Health & Fitness,2026-01-13,0,6754395816,https://apps.apple.com/jp/app/%E9%81%8E%E6%95%8F%E6%80%A7%E8%85%B8%E7%97%87%E5%80%99%E7%BE%A4-ibs/id6754395816?uo=4
The Calm Gut: IBS Hypnotherapy,Breakthrough Apps,Health & Fitness,2024-07-12,0,6503247221,https://apps.apple.com/jp/app/the-calm-gut-ibs-hypnotherapy/id6503247221?uo=4
IBS Wohnen,easysquare GmbH,Productivity,2018-08-09,0,1411260521,https://apps.apple.com/jp/app/ibs-wohnen/id1411260521?uo=4
IBS Portal,"IBS Installations-, Bewachungs- und Sicherheitstechnik GmbH",Business,2017-09-19,0,1280974362,https://apps.apple.com/jp/app/ibs-portal/id1280974362?uo=4
IBS Online,MONASABA COMPANY,Education,2021-01-21,0,1549522912,https://apps.apple.com/jp/app/ibs-online/id1549522912?uo=4
IBS Usuarios,INNOVATIVE BUSINESS SOFTWARE IBERIA SL,Productivity,2024-04-01,0,1553483988,https://apps.apple.com/jp/app/ibs-usuarios/id1553483988?uo=4
mIBS - ANS Czech Republic,"Frequentis California, Inc.",Navigation,2017-02-13,0,1158591672,https://apps.apple.com/jp/app/mibs-ans-czech-republic/id1158591672?uo=4
IBS Coach: FODMAP Diet Plan,Health. Simplified LTD,Medical,2022-01-22,0,1566098174,https://apps.apple.com/jp/app/ibs-coach-fodmap-diet-plan/id1566098174?uo=4
Tummily: Gut & IBS Tracker,Outcomes Nutrition Pty Ltd,Medical,2025-09-16,0,6745666672,https://apps.apple.com/jp/app/tummily-gut-ibs-tracker/id6745666672?uo=4
Tolly: IBS & IBD Companion,Ryan Scheinman,Health & Fitness,2026-04-22,0,6761734618,https://apps.apple.com/jp/app/tolly-ibs-ibd-companion/id6761734618?uo=4
Ib's – IBS Tracker,Efosa Omorogbe,Health & Fitness,2022-10-10,0,6443477094,https://apps.apple.com/jp/app/ibs-ibs-tracker/id6443477094?uo=4
IBS & Reflux Diet Planner,JAN KAZIMIERZ KRZACZKOWSKI,Health & Fitness,2026-04-16,0,6761606322,https://apps.apple.com/jp/app/ibs-reflux-diet-planner/id6761606322?uo=4
Gut Check: Easy IBS Tracking,Aito Ventures Pte. Ltd.,Health & Fitness,2025-08-03,0,6741740683,https://apps.apple.com/jp/app/gut-check-easy-ibs-tracking/id6741740683?uo=4
Academia @ IBS,Siddharth Badjatiya,Education,2024-12-21,0,6739699991,https://apps.apple.com/jp/app/academia-ibs/id6739699991?uo=4
Calculadora CBS IBS,OMER FARUK KIZILTUG,Finance,2026-01-22,0,6758020387,https://apps.apple.com/jp/app/calculadora-cbs-ibs/id6758020387?uo=4
My IBS Tracker: Food Log,Imge ACIKBAS,Health & Fitness,2026-05-21,0,6767547281,https://apps.apple.com/jp/app/my-ibs-tracker-food-log/id6767547281?uo=4
IBS Maintenance,INTELLIGENT BROKER SYSTEM SP Z O O,Utilities,2023-11-09,0,6471396134,https://apps.apple.com/jp/app/ibs-maintenance/id6471396134?uo=4
Bowel Mover Pro - IBS Tracker,"Track & Share Apps, LLC",Health & Fitness,2011-11-22,0,480842167,https://apps.apple.com/jp/app/bowel-mover-pro-ibs-tracker/id480842167?uo=4
Happy Gut: IBS & FODMAP,Andrei Apetroaei,Health & Fitness,2026-05-31,0,6759067963,https://apps.apple.com/jp/app/happy-gut-ibs-fodmap/id6759067963?uo=4
Qoloni: IBS & FODMAP Scanner,Ethar Shrouf,Food & Drink,2026-06-04,0,6775793872,https://apps.apple.com/jp/app/qoloni-ibs-fodmap-scanner/id6775793872?uo=4
GutLens: IBS & FODMAP Tracker,DJ APPLICATIONS,Health & Fitness,2026-03-19,0,6759645892,https://apps.apple.com/jp/app/gutlens-ibs-fodmap-tracker/id6759645892?uo=4
FODMAP Diet Guide for IBS,Fred Pedersen,Health & Fitness,2022-10-13,0,6443721269,https://apps.apple.com/jp/app/fodmap-diet-guide-for-ibs/id6443721269?uo=4
IBS Comfort,"Consul, Inc.",Health & Fitness,2025-04-15,0,6744248778,https://apps.apple.com/jp/app/ibs-comfort/id6744248778?uo=4
PooPal: Poop Log,Steve Young,Health & Fitness,2025-03-03,0,6740841041,https://apps.apple.com/jp/app/poopal-poop-log/id6740841041?uo=4
Belly Well: AI Food & Gut Scan,Luis Duran,Health & Fitness,2026-05-06,0,6762488846,https://apps.apple.com/jp/app/belly-well-ai-food-gut-scan/id6762488846?uo=4
"GentleGut: IBS, FODMAP Tracker","Ascendant Life, LLC",Health & Fitness,2026-04-18,0,6761076850,https://apps.apple.com/jp/app/gentlegut-ibs-fodmap-tracker/id6761076850?uo=4
Low FODMAP Diet for IBS & SIBO,Thomas Kraits United Kingdom Limited,Health & Fitness,2022-06-05,0,1627836914,https://apps.apple.com/jp/app/low-fodmap-diet-for-ibs-sibo/id1627836914?uo=4
IBS Buddy,MCreative Services LLP,Health & Fitness,2026-03-07,0,6759554658,https://apps.apple.com/jp/app/ibs-buddy/id6759554658?uo=4
Poop Tracker: うんちトラッカー トイレ日記,MARIAN BAZILUC,Education,2026-03-25,0,6760644928,https://apps.apple.com/jp/app/poop-tracker-%E3%81%86%E3%82%93%E3%81%A1%E3%83%88%E3%83%A9%E3%83%83%E3%82%AB%E3%83%BC-%E3%83%88%E3%82%A4%E3%83%AC%E6%97%A5%E8%A8%98/id6760644928?uo=4
GutLog AI: Food & Symptom Log,Jung Soon Shin,Health & Fitness,2026-04-23,0,6762448127,https://apps.apple.com/jp/app/gutlog-ai-food-symptom-log/id6762448127?uo=4
GutCheck 腸活セルフチェック,Martin Condet,Health & Fitness,2026-08-13,0,6762190111,https://apps.apple.com/jp/app/gutcheck-%E8%85%B8%E6%B4%BB%E3%82%BB%E3%83%AB%E3%83%95%E3%83%81%E3%82%A7%E3%83%83%E3%82%AF/id6762190111?uo=4
Low FODMAP & IBS App - FODMAPP,Telemark Software Solutions AS,Health & Fitness,2026-05-07,0,6761849984,https://apps.apple.com/jp/app/low-fodmap-ibs-app-fodmapp/id6761849984?uo=4
Puplytics：犬のうんちトラッカー,Samuel Zehr,Lifestyle,2026-05-14,0,6767871361,https://apps.apple.com/jp/app/puplytics-%E7%8A%AC%E3%81%AE%E3%81%86%E3%82%93%E3%81%A1%E3%83%88%E3%83%A9%E3%83%83%E3%82%AB%E3%83%BC/id6767871361?uo=4
Bristol Scale Logger,Mirko Vidovic,Medical,2015-07-29,0,1003036198,https://apps.apple.com/jp/app/bristol-scale-logger/id1003036198?uo=4
Bristol Stool Chart,Web Garden Limited,Health & Fitness,2016-07-01,0,1085553424,https://apps.apple.com/jp/app/bristol-stool-chart/id1085553424?uo=4
Poopalyzer - Poop Analyzer,Roman Krvavica,Health & Fitness,2016-04-30,0,1108360675,https://apps.apple.com/jp/app/poopalyzer-poop-analyzer/id1108360675?uo=4
LogStool,Luca Trabuio,Health & Fitness,2026-03-18,0,6760354305,https://apps.apple.com/jp/app/logstool/id6760354305?uo=4
BowelApp – Stool & Gut Tracker,Patrick WB Gerrits,Health & Fitness,2026-06-21,0,6776399897,https://apps.apple.com/jp/app/bowelapp-stool-gut-tracker/id6776399897?uo=4
Stooly AI,Artificial Umbrella Inc,Health & Fitness,2026-03-12,0,6759056551,https://apps.apple.com/jp/app/stooly-ai/id6759056551?uo=4
Poops - Your Bowel Ledger,Onur Yoeruek,Medical,2026-05-14,0,6767041347,https://apps.apple.com/jp/app/poops-your-bowel-ledger/id6767041347?uo=4
BowelLog - Stool Tracker,Blas Prieto,Health & Fitness,2026-03-16,0,6760383327,https://apps.apple.com/jp/app/bowellog-stool-tracker/id6760383327?uo=4
LogLog - Gut Health Tracker,Keenan Kaufman,Health & Fitness,2026-04-07,0,6761696500,https://apps.apple.com/jp/app/loglog-gut-health-tracker/id6761696500?uo=4
Doody: IBS & Gut Journal,Kelvin Anigboro,Health & Fitness,2025-05-09,0,6745105094,https://apps.apple.com/jp/app/doody-ibs-gut-journal/id6745105094?uo=4
Poop Tracker & Gut Health,Cong Le,Health & Fitness,2026-03-23,0,6760222884,https://apps.apple.com/jp/app/poop-tracker-gut-health/id6760222884?uo=4
Poop Tracker - Bowel Log Diary,Seulki Eom,Health & Fitness,2026-05-13,0,6768642218,https://apps.apple.com/jp/app/poop-tracker-bowel-log-diary/id6768642218?uo=4
PoopTracker: Gut Health AI,Atakan Erdeger,Health & Fitness,2026-04-15,0,6761611253,https://apps.apple.com/jp/app/pooptracker-gut-health-ai/id6761611253?uo=4
GutTrack - IBD Symptom Tracker,Lightbulb Labs Limited Liability Company,Health & Fitness,2026-07-22,0,6790893874,https://apps.apple.com/jp/app/guttrack-ibd-symptom-tracker/id6790893874?uo=4
Stool by Reach Point Lab,Reach Point Capital LLC,Health & Fitness,2026-04-19,0,6762166494,https://apps.apple.com/jp/app/stool-by-reach-point-lab/id6762166494?uo=4
Poop Tracker - PooNote,Augustin Villetard,Health & Fitness,2026-08-11,0,6799535696,https://apps.apple.com/jp/app/poop-tracker-poonote/id6799535696?uo=4
今日排便,江洋 汪,Health & Fitness,2026-01-21,0,6757975094,https://apps.apple.com/jp/app/%E4%BB%8A%E6%97%A5%E6%8E%92%E4%BE%BF/id6757975094?uo=4
拉了么-便秘管理,杰 马,Utilities,2026-03-03,0,6758762581,https://apps.apple.com/jp/app/%E6%8B%89%E4%BA%86%E4%B9%88-%E4%BE%BF%E7%A7%98%E7%AE%A1%E7%90%86/id6758762581?uo=4
うんこの妖精,Hyejin Kim,Health & Fitness,2021-09-28,0,1586981259,https://apps.apple.com/jp/app/%E3%81%86%E3%82%93%E3%81%93%E3%81%AE%E5%A6%96%E7%B2%BE/id1586981259?uo=4
PoopIt - うんちトラッカー&ゲーム,Jose Sanchez Gonzalez,Health & Fitness,2026-05-13,0,6763593134,https://apps.apple.com/jp/app/poopit-%E3%81%86%E3%82%93%E3%81%A1%E3%83%88%E3%83%A9%E3%83%83%E3%82%AB%E3%83%BC-%E3%82%B2%E3%83%BC%E3%83%A0/id6763593134?uo=4
食物繊維トラッカー・腸活,MOONSHOT MEDIA LIMITED,Health & Fitness,2026-08-06,0,6792833681,https://apps.apple.com/jp/app/%E9%A3%9F%E7%89%A9%E7%B9%8A%E7%B6%AD%E3%83%88%E3%83%A9%E3%83%83%E3%82%AB%E3%83%BC-%E8%85%B8%E6%B4%BB/id6792833681?uo=4
Poopify - うんちトラッカー,Enrico Mazzoli,Health & Fitness,2025-07-22,0,6744001313,https://apps.apple.com/jp/app/poopify-%E3%81%86%E3%82%93%E3%81%A1%E3%83%88%E3%83%A9%E3%83%83%E3%82%AB%E3%83%BC/id6744001313?uo=4
Low Fodmap 食事＆排便記録,Nexa Labs LLC,Health & Fitness,2026-04-17,0,6759516940,https://apps.apple.com/jp/app/low-fodmap-%E9%A3%9F%E4%BA%8B-%E6%8E%92%E4%BE%BF%E8%A8%98%E9%8C%B2/id6759516940?uo=4
PipPoopie: ベビー・睡眠・生理日記アプリ,Alina Bohuslavska,Health & Fitness,2026-03-09,0,6759508975,https://apps.apple.com/jp/app/pippoopie-%E3%83%99%E3%83%93%E3%83%BC-%E7%9D%A1%E7%9C%A0-%E7%94%9F%E7%90%86%E6%97%A5%E8%A8%98%E3%82%A2%E3%83%97%E3%83%AA/id6759508975?uo=4
PoopTracker Pro,跃凯 许,Health & Fitness,2026-08-14,0,6782294739,https://apps.apple.com/jp/app/pooptracker-pro/id6782294739?uo=4
便便日记2,云鹏 张,Health & Fitness,2026-07-31,0,6791818335,https://apps.apple.com/jp/app/%E4%BE%BF%E4%BE%BF%E6%97%A5%E8%AE%B02/id6791818335?uo=4
轻便便,涵 陈,Health & Fitness,2026-05-30,0,6773766065,https://apps.apple.com/jp/app/%E8%BD%BB%E4%BE%BF%E4%BE%BF/id6773766065?uo=4
